"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"inolvidable#strongpositive";"0";"3";"5";"inolvidable";"G";"inolvidable#5"
"dieron#positive";"0";"3";"11";"dieron";"A";"dieron#11"
"dispone#positive";"0";"3";"7";"dispone";"N";"dispone#7"
"incluido#positive";"0";"3";"10";"incluido";"V";"incluido#10"
"impresionante#strongpositive";"0";"3";"5";"impresionante";"G";"impresionante#5"
"pequeñas#negative";"0";"3";"13";"pequeñas";"N";"pequeñas#13"
"correcta#positive";"0";"3";"6";"correcta";"N";"correcta#6"
"andando#positive";"0";"3";"30";"andando";"D";"andando#30"
"había#positive";"0";"3";"24";"había";"R";"había#24"
"imposible#strongnegative";"0";"3";"5";"imposible";"G";"imposible#5"
"bonitas#positive";"0";"3";"4";"bonitas";"N";"bonitas#4"
"fenomenal#strongpositive";"0";"3";"6";"fenomenal";"G";"fenomenal#6"
"educado#positive";"0";"3";"4";"educado";"N";"educado#4"
"acogedora#positive";"0";"3";"8";"acogedora";"N";"acogedora#8"
"volveré#positive";"0";"2";"4";"Volveré";"R";"volveré#4"
"nuevas#positive";"0";"2";"4";"nuevas";"N";"nuevas#4"
"completa#positive";"0";"2";"4";"completa";"G";"completa#4"
"hermosa#positive";"0";"2";"4";"hermosa";"Q";"hermosa#4"
"atenta#positive";"0";"2";"3";"atenta";"N";"atenta#3"
"encantado#strongpositive";"0";"2";"3";"encantado";"O";"encantado#3"
"volveremos#positive";"0";"2";"10";"volveremos";"O";"volveremos#10"
"comodo#positive";"0";"2";"5";"comodo";"V";"comodo#5"
"exquisito#strongpositive";"0";"2";"3";"exquisito";"P";"exquisito#3"
"robaron#negative";"0";"2";"4";"robaron";"V";"robaron#4"
"perfectamente#strongpositive";"0";"2";"8";"perfectamente";"O";"perfectamente#8"
"lejos#negative";"0";"2";"5";"lejos";"N";"lejos#5"
"escaso#negative";"0";"2";"6";"escaso";"A";"escaso#6"
"gran#positive";"0";"2";"85";"gran";"R";"gran#85"
"decepcionante#strongnegative";"0";"2";"4";"Decepcionante";"R";"decepcionante#4"
"tenía#positive";"0";"2";"16";"tenía";"N";"tenía#16"
"tenia#positive";"0";"2";"7";"tenia";"N";"tenia#7"
"descanso#positive";"0";"2";"6";"Descanso";"R";"descanso#6"
"suficiente#positive";"0";"2";"10";"suficiente";"G";"suficiente#10"
"volveria#positive";"0";"2";"4";"volveria";"R";"volveria#4"
"elegante#positive";"0";"2";"3";"Elegante";"R";"elegante#3"
"preciosas#strongpositive";"0";"2";"4";"preciosas";"V";"preciosas#4"
"rico#positive";"0";"2";"4";"rico";"N";"rico#4"
"cercanos#positive";"0";"2";"6";"cercanos";"N";"cercanos#6"
"viejo#negative";"0";"2";"5";"viejo";"N";"viejo#5"
"caminando#positive";"0";"2";"7";"caminando";"N";"caminando#7"
"ofrece#positive";"0";"2";"7";"Ofrece";"A";"ofrece#7"
"confort#positive";"0";"2";"3";"confort";"R";"confort#3"
"vamos#positive";"0";"2";"7";"vamos";"N";"vamos#7"
"tienen#negative";"0";"2";"28";"tienen";"G";"tienen#28"
"también#positive";"0";"2";"50";"también";"N";"también#50"
"asequible#positive";"0";"2";"4";"asequible";"G";"asequible#4"
"precioso#positive";"0";"2";"6";"precioso";"N";"precioso#6"
"relajante#positive";"0";"2";"7";"relajante";"O";"relajante#7"
"normal#negative";"0";"2";"6";"normal";"G";"normal#6"
"disponen#positive";"0";"2";"5";"disponen";"G";"disponen#5"
"mucha#positive";"0";"2";"21";"mucha";"R";"mucha#21"
"tuvieron#positive";"0";"2";"5";"Tuvieron";"R";"tuvieron#5"
"encantados#strongpositive";"0";"2";"3";"encantados";"V";"encantados#3"
"barato#positive";"0";"2";"9";"barato";"N";"barato#9"
"atentos#positive";"0";"2";"11";"atentos";"N";"atentos#11"
"normal#positive";"0";"2";"6";"normal";"G";"normal#6"
"cómoda#positive";"0";"2";"6";"cómoda";"N";"cómoda#6"
"destacar#positive";"0";"2";"12";"Destacar";"R";"destacar#12"
"familiar#positive";"0";"2";"15";"familiar";"G";"familiar#15"
"volvere#positive";"0";"2";"5";"volvere";"G";"volvere#5"
"cercanía#positive";"0";"2";"6";"cercanía";"O";"cercanía#6"
"había#negative";"0";"2";"24";"había";"R";"había#24"
"ofrecen#positive";"0";"2";"8";"ofrecen";"R";"ofrecen#8"
"sucia#negative";"0";"2";"3";"sucia";"N";"sucia#3"
"contentos#positive";"0";"2";"10";"contentos";"O";"contentos#10"
"cerca#negative";"0";"2";"74";"cerca";"N";"cerca#74"
"multitud#strongpositive";"0";"2";"3";"Multitud";"R";"multitud#3"
"enfrente#positive";"0";"2";"7";"enfrente";"V";"enfrente#7"
"recomendaría#positive";"0";"2";"6";"recomendaría";"N";"recomendaría#6"
"cercana#positive";"0";"2";"5";"cercana";"O";"cercana#5"
"pequeña#positive";"0";"2";"15";"pequeña";"N";"pequeña#15"
"privado#positive";"0";"2";"3";"privado";"A";"privado#3"
"servicial#positive";"0";"2";"6";"servicial";"G";"servicial#6"
"comodidad#positive";"0";"2";"8";"Comodidad";"R";"comodidad#8"
"ofrecieron#positive";"0";"2";"4";"ofrecieron";"A";"ofrecieron#4"
"pegado#positive";"0";"2";"3";"pegado";"V";"pegado#3"
"fatal#strongnegative";"0";"2";"4";"fatal";"G";"fatal#4"
"buffet#positive";"0";"2";"31";"buffet";"N";"buffet#31"
"habia#positive";"0";"1";"16";"habia";"O";"habia#16"
"dio#positive";"0";"1";"5";"dio";"N";"dio#5"
"manchas#negative";"0";"1";"2";"manchas";"V";"manchas#2"
"escasìsimo#strongnegative";"0";"1";"2";"escasìsimo";"N";"escasìsimo#2"
"tambien#strongpositive";"0";"1";"17";"Tambien";"R";"tambien#17"
"tiene#negative";"0";"1";"95";"tiene";"N";"tiene#95"
"alto#negative";"0";"1";"5";"alto";"A";"alto#5"
"seria#positive";"0";"1";"2";"seria";"N";"seria#2"
"grabado#positive";"0";"1";"2";"grabado";"N";"grabado#2"
"superó#strongpositive";"0";"1";"2";"Superó";"R";"superó#2"
"elevado#negative";"0";"1";"2";"elevado";"N";"elevado#2"
"enorme#strongnegative";"0";"1";"10";"enorme";"N";"enorme#10"
"elegancia#positive";"0";"1";"2";"Elegancia";"R";"elegancia#2"
"permanentes#positive";"0";"1";"2";"permanentes";"V";"permanentes#2"
"bienestar#positive";"0";"1";"2";"bienestar";"N";"bienestar#2"
"dieron#negative";"0";"1";"11";"dieron";"A";"dieron#11"
"preciosa#strongpositive";"0";"1";"3";"preciosa";"O";"preciosa#3"
"bonitos#positive";"0";"1";"2";"bonitos";"N";"bonitos#2"
"llegan#negative";"0";"1";"2";"llegan";"V";"llegan#2"
"descansar#positive";"0";"1";"15";"descansar";"N";"descansar#15"
"justo#positive";"0";"1";"11";"justo";"O";"justo#11"
"autentico#strongpositive";"0";"1";"3";"autentico";"N";"autentico#3"
"recomiendo#strongpositive";"0";"1";"39";"recomiendo";"N";"recomiendo#39"
"primera#positive";"0";"1";"15";"primera";"N";"primera#15"
"repetiremos#positive";"0";"1";"2";"Repetiremos";"R";"repetiremos#2"
"satisfactoria#positive";"0";"1";"2";"satisfactoria";"N";"satisfactoria#2"
"brindan#positive";"0";"1";"2";"brindan";"V";"brindan#2"
"genial#positive";"0";"1";"31";"genial";"G";"genial#31"
"romántica#positive";"0";"1";"2";"romántica";"N";"romántica#2"
"picado#negative";"0";"1";"2";"picado";"V";"picado#2"
"sofitel#positive";"0";"1";"2";"Sofitel";"R";"sofitel#2"
"hacen#positive";"0";"1";"16";"hacen";"N";"hacen#16"
"joven#positive";"0";"1";"2";"joven";"G";"joven#2"
"mini#negative";"0";"1";"8";"mini";"O";"mini#8"
"mejor#strongpositive";"0";"1";"67";"mejor";"G";"mejor#67"
"moderna#positive";"0";"1";"3";"moderna";"N";"moderna#3"
"segunda#positive";"0";"1";"9";"Segunda";"R";"segunda#9"
"calidad#positive";"0";"1";"74";"Calidad";"R";"calidad#74"
"apenas#positive";"0";"1";"6";"Apenas";"R";"apenas#6"
"hubiera#positive";"0";"1";"2";"hubiera";"N";"hubiera#2"
"gracias#strongpositive";"0";"1";"16";"Gracias";"R";"gracias#16"
"muchas#positive";"0";"1";"13";"muchas";"N";"muchas#13"
"pequeñas#positive";"0";"1";"13";"pequeñas";"N";"pequeñas#13"
"hay#strongnegative";"0";"1";"101";"hay";"N";"hay#101"
"reformado#positive";"0";"1";"4";"reformado";"N";"reformado#4"
"solamente#negative";"0";"1";"2";"solamente";"G";"solamente#2"
"variada#positive";"0";"1";"5";"variada";"N";"variada#5"
"sorprendio#positive";"0";"1";"2";"sorprendio";"G";"sorprendio#2"
"%#strongpositive";"0";"1";"8";"%";"N";"%#8"
"relajarse#positive";"0";"1";"5";"relajarse";"G";"relajarse#5"
"fuimos#negative";"0";"1";"12";"fuimos";"V";"fuimos#12"
"servicio#positive";"0";"1";"85";"servicio";"N";"servicio#85"
"casero#positive";"0";"1";"3";"casero";"N";"casero#3"
"muchos#positive";"0";"1";"17";"muchos";"N";"muchos#17"
"decepciono#negative";"0";"1";"2";"decepciono";"V";"decepciono#2"
"desfavorable#negative";"0";"1";"2";"desfavorable";"G";"desfavorable#2"
"cuidadas#positive";"0";"1";"2";"cuidadas";"N";"cuidadas#2"
"inexistente#negative";"0";"1";"2";"inexistente";"O";"inexistente#2"
"proximo#positive";"0";"1";"3";"proximo";"V";"proximo#3"
"tenía#negative";"0";"1";"16";"tenía";"N";"tenía#16"
"pocos#positive";"0";"1";"10";"Pocos";"R";"pocos#10"
"sorprende#positive";"0";"1";"2";"sorprende";"N";"sorprende#2"
"ocupadas#negative";"0";"1";"2";"ocupadas";"N";"ocupadas#2"
"insuperable#strongpositive";"0";"1";"2";"insuperable";"G";"insuperable#2"
"numerosos#positive";"0";"1";"2";"numerosos";"O";"numerosos#2"
"fenomenal#positive";"0";"1";"6";"fenomenal";"G";"fenomenal#6"
"considero#positive";"0";"1";"2";"considero";"N";"considero#2"
"natural#positive";"0";"1";"7";"natural";"N";"natural#7"
"malisimo#strongnegative";"0";"1";"2";"Malisimo";"R";"malisimo#2"
"destacables#strongpositive";"0";"1";"2";"destacables";"N";"destacables#2"
"estupendo#positive";"0";"1";"16";"estupendo";"N";"estupendo#16"
"blanda#negative";"0";"1";"2";"blanda";"G";"blanda#2"
"necesite#negative";"0";"1";"2";"necesite";"G";"necesite#2"
"estupenda#positive";"0";"1";"5";"estupenda";"N";"estupenda#5"
"ruidoso#negative";"0";"1";"2";"ruidoso";"N";"ruidoso#2"
"interesante#positive";"0";"1";"4";"interesante";"N";"interesante#4"
"frente#positive";"0";"1";"7";"frente";"N";"frente#7"
"tambien#positive";"0";"1";"17";"Tambien";"R";"tambien#17"
"unica#strongpositive";"0";"1";"2";"unica";"N";"unica#2"
"próximo#positive";"0";"1";"2";"próximo";"N";"próximo#2"
"luminosa#positive";"0";"1";"2";"luminosa";"O";"luminosa#2"
"amables#positive";"0";"1";"17";"amables";"N";"amables#17"
"sencillo#positive";"0";"1";"6";"sencillo";"N";"sencillo#6"
"próxima#positive";"0";"1";"7";"próxima";"O";"próxima#7"
"normales#negative";"0";"1";"2";"normales";"N";"normales#2"
"clásico#positive";"0";"1";"3";"clásico";"V";"clásico#3"
"adecuada#positive";"0";"1";"2";"adecuada";"N";"adecuada#2"
"menos#positive";"0";"1";"24";"menos";"N";"menos#24"
"contaba#positive";"0";"1";"2";"contaba";"O";"contaba#2"
"mejor#positive";"0";"1";"67";"mejor";"G";"mejor#67"
"educada#positive";"0";"1";"3";"educada";"N";"educada#3"
"equipada#positive";"0";"1";"5";"equipada";"N";"equipada#5"
"estaban#positive";"0";"1";"8";"estaban";"O";"estaban#8"
"absoluto#strongpositive";"0";"1";"2";"absoluto";"N";"absoluto#2"
"malo#negative";"0";"1";"14";"malo";"N";"malo#14"
"limpios#positive";"0";"1";"3";"limpios";"N";"limpios#3"
"visitar#positive";"0";"1";"30";"visitar";"N";"visitar#30"
"preciosa#positive";"0";"1";"3";"preciosa";"O";"preciosa#3"
"decepcionante#negative";"0";"1";"4";"Decepcionante";"R";"decepcionante#4"
"cuentan#positive";"0";"1";"2";"cuentan";"G";"cuentan#2"
"muchas#strongpositive";"0";"1";"13";"muchas";"N";"muchas#13"
"cumplió#positive";"0";"1";"2";"cumplió";"G";"cumplió#2"
"completas#positive";"0";"1";"5";"completas";"V";"completas#5"
"quedaba#positive";"0";"1";"2";"quedaba";"O";"quedaba#2"
"ponen#positive";"0";"1";"7";"ponen";"G";"ponen#7"
"conseguimos#positive";"0";"1";"2";"conseguimos";"O";"conseguimos#2"
"básica#negative";"0";"1";"3";"Básica";"R";"básica#3"
"grandes#strongpositive";"0";"1";"25";"grandes";"N";"grandes#25"
"hicimos#negative";"0";"1";"6";"hicimos";"V";"hicimos#6"
"retirado#negative";"0";"1";"2";"retirado";"O";"retirado#2"
"entre#positive";"0";"1";"14";"entre";"O";"entre#14"
"solo#negative";"0";"1";"33";"solo";"N";"solo#33"
"incómoda#negative";"0";"1";"3";"incómoda";"N";"incómoda#3"
"absoluto#positive";"0";"1";"2";"absoluto";"N";"absoluto#2"
"cerrado#negative";"0";"1";"3";"cerrado";"V";"cerrado#3"
"noche#positive";"0";"1";"32";"noche";"N";"noche#32"
"gusta#positive";"0";"1";"7";"gusta";"V";"gusta#7"
"cerquita#positive";"0";"1";"2";"cerquita";"O";"cerquita#2"
"pobre#negative";"0";"1";"2";"pobre";"N";"pobre#2"
"comoda#positive";"0";"1";"2";"comoda";"N";"comoda#2"
"preciosidad#strongpositive";"0";"1";"2";"preciosidad";"N";"preciosidad#2"
"tengas#positive";"0";"1";"3";"tengas";"N";"tengas#3"
"reclinables#positive";"0";"1";"2";"reclinables";"V";"reclinables#2"
"inolvidables#strongpositive";"0";"1";"2";"inolvidables";"V";"inolvidables#2"
"dos#positive";"0";"1";"45";"dos";"N";"dos#45"
"hermosa#strongpositive";"0";"1";"4";"hermosa";"Q";"hermosa#4"
"encontrar#positive";"0";"1";"9";"encontrar";"G";"encontrar#9"
"cómodos#positive";"0";"1";"2";"cómodos";"N";"cómodos#2"
"famoso#positive";"0";"1";"2";"famoso";"O";"famoso#2"
"poca#negative";"0";"1";"5";"Poca";"R";"poca#5"
"acceso#positive";"0";"1";"21";"acceso";"N";"acceso#21"
"disponía#positive";"0";"1";"2";"disponía";"O";"disponía#2"
"evitar#positive";"0";"1";"4";"evitar";"G";"evitar#4"
"teniendo#positive";"0";"1";"3";"Teniendo";"R";"teniendo#3"
"cuenta#positive";"0";"1";"21";"cuenta";"N";"cuenta#21"
"pusieron#positive";"0";"1";"3";"pusieron";"N";"pusieron#3"
"maravillosos#strongpositive";"0";"1";"2";"maravillosos";"N";"maravillosos#2"
"maleducado#negative";"0";"1";"2";"maleducado";"N";"maleducado#2"
"descubrir#positive";"0";"1";"2";"descubrir";"N";"descubrir#2"
"vayan#positive";"0";"1";"2";"vayan";"G";"vayan#2"
"quedamos#positive";"0";"1";"6";"quedamos";"N";"quedamos#6"
"malos#negative";"0";"1";"3";"malos";"O";"malos#3"
"cordial#positive";"0";"1";"2";"cordial";"N";"cordial#2"
"asequibles#positive";"0";"1";"3";"asequibles";"V";"asequibles#3"
"sorpresa#positive";"0";"1";"4";"sorpresa";"O";"sorpresa#4"
"viejas#negative";"0";"1";"2";"viejas";"P";"viejas#2"
"tranquilidad#positive";"0";"1";"12";"Tranquilidad";"R";"tranquilidad#12"
"comunicado#positive";"0";"1";"15";"comunicado";"G";"comunicado#15"
"da#positive";"0";"1";"9";"da";"N";"da#9"
"ricos#positive";"0";"1";"3";"ricos";"N";"ricos#3"
"muy recomendable#strongpositive";"1";"14";"14";"Muy recomendable";"G G";"muy#623 recomendable#43"
"muy amables#strongpositive";"1";"13";"13";"muy amables";"G N";"muy#623 amables#17"
"muy completo#strongpositive";"1";"10";"10";"muy completo";"G N";"muy#623 completo#18"
"muy bonito#strongpositive";"1";"9";"9";"muy bonito";"G N";"muy#623 bonito#17"
"muy buenas#strongpositive";"1";"8";"8";"muy buenas";"G N";"muy#623 buenas#21"
"muy tranquilo#strongpositive";"1";"6";"6";"muy tranquilo";"G N";"muy#623 tranquilo#21"
"muy confortable#strongpositive";"1";"5";"5";"muy confortable";"G G";"muy#623 confortable#16"
"muy acogedor#strongpositive";"1";"5";"5";"muy acogedor";"G N";"muy#623 acogedor#18"
"muy cómodas#strongpositive";"1";"5";"5";"muy cómodas";"G N";"muy#623 cómodas#17"
"muy buenos#strongpositive";"1";"5";"5";"muy buenos";"G N";"muy#623 buenos#18"
"muy tranquila#strongpositive";"1";"4";"4";"muy tranquila";"O O";"muy#623 tranquila#17"
"muy confortables#strongpositive";"1";"4";"4";"muy confortables";"G N";"muy#623 confortables#10"
"muy completas#strongpositive";"1";"4";"4";"muy completas";"G N";"muy#623 completas#5"
"gustó mucho#strongpositive";"1";"4";"4";"gustó mucho";"V G";"gustó#12 mucho#66"
"muy limpia#strongpositive";"1";"4";"4";"muy limpia";"G N";"muy#623 limpia#12"
"bastante bueno#positive";"1";"4";"4";"bastante bueno";"N N";"bastante#66 bueno#49"
"poco variado#negative";"1";"3";"3";"poco variado";"O O";"poco#59 variado#16"
"bien equipada#positive";"1";"3";"3";"bien equipada";"N N";"bien#212 equipada#5"
"de lujo#strongpositive";"1";"3";"3";"de lujo";"O O";"de#1387 lujo#11"
"bastante mala#negative";"1";"3";"3";"bastante mala";"N N";"bastante#66 mala#8"
"muy caros#strongnegative";"1";"3";"3";"muy caros";"G N";"muy#623 caros#3"
"bastante buena#positive";"1";"3";"3";"bastante buena";"G N";"bastante#66 buena#115"
"muy relajante#strongpositive";"1";"3";"3";"muy relajante";"O V";"muy#623 relajante#7"
"muy acogedora#strongpositive";"1";"3";"3";"muy acogedora";"G N";"muy#623 acogedora#8"
"gusto mucho#strongpositive";"1";"3";"3";"gusto mucho";"V G";"gusto#16 mucho#66"
"de pago#negative";"1";"3";"3";"de pago";"O O";"de#1387 pago#3"
"absolutamente recomendable#strongpositive";"1";"2";"2";"absolutamente recomendable";"G N";"absolutamente#3 recomendable#43"
"estuvimos genial#strongpositive";"1";"2";"2";"estuvimos genial";"N G";"estuvimos#31 genial#31"
"recién acondicionado#positive";"1";"2";"2";"recién acondicionado";"N N";"recién#4 acondicionado#17"
"muy calentitas#strongpositive";"1";"2";"2";"muy calentitas";"G N";"muy#623 calentitas#2"
"muy bonita#strongpositive";"1";"2";"2";"muy bonita";"G N";"muy#623 bonita#2"
"con kínder#positive";"1";"2";"2";"con kínder";"A P";"con#413 kínder#2"
"muy silenciosa#strongpositive";"1";"2";"2";"muy silenciosa";"O O";"muy#623 silenciosa#2"
"bastante cómoda#positive";"1";"2";"2";"bastante cómoda";"N N";"bastante#66 cómoda#6"
"poca variedad#negative";"1";"2";"2";"poca variedad";"N N";"poca#5 variedad#31"
"un acierto#positive";"1";"2";"2";"un acierto";"G N";"un#503 acierto#2"
"no cumplen#negative";"1";"2";"2";"no cumplen";"D G";"no#332 cumplen#2"
"excelente !#strongpositive";"1";"2";"2";"excelente !";"V O";"excelente#95 !#77"
"muy ricos#strongpositive";"1";"2";"2";"muy ricos";"G N";"muy#623 ricos#3"
"solo tienen#negative";"1";"2";"2";"solo tienen";"O O";"solo#33 tienen#28"
"un desastre#strongnegative";"1";"2";"2";"un desastre";"G N";"un#503 desastre#3"
"bastante espaciosa#positive";"1";"2";"2";"bastante espaciosa";"N N";"bastante#66 espaciosa#6"
"bastante usadas#negative";"1";"2";"2";"bastante usadas";"N N";"bastante#66 usadas#2"
"bastante cerca#positive";"1";"2";"2";"bastante cerca";"G N";"bastante#66 cerca#74"
"totalmente recomendado#strongpositive";"1";"2";"2";"Totalmente recomendado";"V N";"totalmente#13 recomendado#7"
"algo incómoda#negative";"1";"2";"2";"algo incómoda";"A O";"algo#50 incómoda#3"
"con clase#positive";"1";"2";"2";"con clase";"O G";"con#413 clase#6"
"muy entretenidos#strongpositive";"1";"2";"2";"muy entretenidos";"G N";"muy#623 entretenidos#2"
"con ducha#positive";"1";"2";"2";"con ducha";"G N";"con#413 ducha#12"
"muy acertada#strongpositive";"1";"2";"2";"muy acertada";"G N";"muy#623 acertada#2"
"muy amplia#strongpositive";"1";"2";"2";"muy amplia";"G N";"muy#623 amplia#17"
"muy comodas#strongpositive";"1";"2";"2";"muy comodas";"G N";"muy#623 comodas#6"
"sin lujos#negative";"1";"2";"2";"Sin lujos";"R N";"sin#87 lujos#4"
"atendieron genial#strongpositive";"1";"2";"2";"atendieron genial";"O G";"atendieron#3 genial#31"
"bastante antiguo#negative";"1";"2";"2";"bastante antiguo";"N N";"bastante#66 antiguo#11"
"muy moderno#strongpositive";"1";"2";"2";"muy moderno";"G N";"muy#623 moderno#13"
"se rompió#negative";"1";"2";"2";"Se rompió";"N N";"se#195 rompió#2"
"muy cómoda#strongpositive";"1";"2";"2";"muy cómoda";"G N";"muy#623 cómoda#6"
"gustado muchisimo#strongpositive";"1";"2";"2";"gustado muchisimo";"N G";"gustado#10 muchisimo#3"
"están genial#strongpositive";"1";"2";"2";"están genial";"V G";"están#22 genial#31"
"lo malo#negative";"1";"2";"2";"Lo malo";"R N";"lo#309 malo#14"
"muy familiar#strongpositive";"1";"2";"2";"muy familiar";"N G";"muy#623 familiar#15"
"bastante limpio#positive";"1";"2";"2";"bastante limpio";"N N";"bastante#66 limpio#36"
"muy pequeña#strongnegative";"1";"2";"2";"muy pequeña";"G N";"muy#623 pequeña#15"
"bastante pequeña#negative";"1";"1";"1";"BASTANTE pequeña";"R N";"bastante#66 pequeña#15"
"bastante amplias#positive";"1";"1";"1";"bastante amplias";"N N";"bastante#66 amplias#24"
"perfecto !#strongpositive";"1";"1";"1";"Perfecto !";"R O";"perfecto#35 !#77"
"muy centrica#strongpositive";"1";"1";"1";"muy centrica";"N N";"muy#623 centrica#1"
"seguramente volveremos#positive";"1";"1";"1";"Seguramente volveremos";"R N";"seguramente#3 volveremos#10"
"realimente complcida#strongpositive";"1";"1";"1";"realimente complcida";"G N";"realimente#1 complcida#1"
